venue_name,venue_address_1,venue_address_2,venue_address_3,venue_address_4,venue_postcode,website,venue_postcode_clean,postcode_sector,postcode_clean,onspd_postcode_sector,oseast1m,osnrth1m,lat,long,lsoa11,msoa11,osward,oslaua,imd,postcode_match,has_valid_coordinates
Red Chilli Restaurant,6 Great George Street,Leeds,,,LS1 3DW,http://redchillirestaurant.co.uk/leeds/,LS1 3DW,LS1 3,LS1 3DW,LS1 3,429872.0,433942.0,53.800928,-1.547938,E01033010,E02006875,E05001420,E08000035,8358.0,both,True
Pintura,Pintura Basque Kitchen & Bar,Unit 2.36,1 Trinity Street,Leeds,LS1 5ER,http://www.pinturakitchen.co.uk/,LS1 5ER,LS1 5,LS1 5ER,LS1 5,429996.0,433430.0,53.796319,-1.546105,E01033010,E02006875,E05001420,E08000035,8358.0,both,True
Roland's,39 Call Lane,Leeds,,,LS1 7BT,https://twitter.com/RolandsLeeds,LS1 7BT,LS1 7,LS1 7BT,LS1 7,430343.0,433319.0,53.795301,-1.540848,E01033011,E02006875,E05001420,E08000035,6996.0,both,True
The Riverside,1 Whitehall Riverside,Leeds,,,LS1 4BN,http://www.theriversideleeds.co.uk/,LS1 4BN,LS1 4,LS1 4BN,LS1 4,429495.0,433252.0,53.794748,-1.553728,E01033015,E02006875,E05001420,E08000035,15267.0,both,True
Marvin's Pizza Parlour,Arena Quarter,Merrion Way,Leeds,West Yorkshire,LS2 8BT,,LS2 8BT,LS2 8,LS2 8BT,LS2 8,430153.0,434103.0,53.802358,-1.543656,E01033010,E02006875,E05001420,E08000035,8358.0,both,True
The Salty Cow,Commerical Street,Leeds,,,LS1 6EY,https://twitter.com/ThesaltyCow,LS1 6EY,LS1 6,LS1 6EY,LS1 6,430124.0,433533.0,53.797237,-1.544152,E01033010,E02006875,E05001420,E08000035,8358.0,both,True
The Black Prince,40 Boar Lane,Leeds,,,LS1 5DA,,LS1 5DA,LS1 5,LS1 5DA,LS1 5,429994.0,433369.0,53.795771,-1.546141,E01033010,E02006875,E05001420,E08000035,8358.0,both,True
The Brotherhood of Pursuits and Pastimes,56-58 New Briggate,Leeds,,,LS1 6NU,http://www.thisisthebrotherhood.com/,LS1 6NU,LS1 6,LS1 6NU,LS1 6,430352.0,433839.0,53.799974,-1.540661,E01033010,E02006875,E05001420,E08000035,8358.0,both,True
Bundobust,6 Mill Hill,Leeds,,,LS1 5DQ,http://bundobust.com/,LS1 5DQ,LS1 5,LS1 5DQ,LS1 5,430037.0,433319.0,53.795319,-1.545494,E01033010,E02006875,E05001420,E08000035,8358.0,both,True
Shears Yard,11-15 Wharf Street,The Calls,Leeds,,LS2 7EH,http://www.shearsyard.com,LS2 7EH,LS2 7,LS2 7EH,LS2 7,430426.0,433311.0,53.795224,-1.539589,E01033011,E02006875,E05001420,E08000035,6996.0,both,True
Blind Tyger,5 1/2 Cross Belgrave Street,Leeds,,,LS2 8JP,http://www.blindtyger.co.uk,LS2 8JP,LS2 8,LS2 8JP,LS2 8,430329.0,433943.0,53.80091,-1.541,E01033010,E02006875,E05001420,E08000035,8358.0,both,True
Just Grand! Vintage Tearoom,8-9 Grand Arcade,Vicar Lane,Leeds,,LS1 6PG,http://www.just-grand.co.uk,LS1 6PG,LS1 6,LS1 6PG,LS1 6,430374.0,433857.0,53.800135,-1.540325,E01033010,E02006875,E05001420,E08000035,8358.0,both,True
The Atlas Pub,Atlas House,31 King Street,Leeds,,LS1 2HL,http://www.atlaspubleeds.com,LS1 2HL,LS1 2,LS1 2HL,LS1 2,429727.0,433564.0,53.797554,-1.55018,E01033008,E02006875,E05001420,E08000035,14601.0,both,True
The Man Behind The Curtain,68-78 Vicar Lane,Leeds,,,LS1 7JH,http://www.themanbehindthecurtain.co.uk/,LS1 7JH,LS1 7,LS1 7JH,LS1 7,430431.0,433660.0,53.798377,-1.539483,E01033010,E02006875,E05001420,E08000035,8358.0,both,True
Crowd of Favours,Harper Street,Leeds,,,LS2 7EA,http://www.crowdoffavours.co.uk/,LS2 7EA,LS2 7,LS2 7EA,LS2 7,430551.0,433419.0,53.796188,-1.537681,E01033011,E02006875,E05001420,E08000035,6996.0,both,True
Roots and Fruits,10-11 Grand Arcade,Leeds,,,LS1 6PG,http://www.rootsandfruits.net,LS1 6PG,LS1 6,LS1 6PG,LS1 6,430374.0,433857.0,53.800135,-1.540325,E01033010,E02006875,E05001420,E08000035,8358.0,both,True
The Grove Inn,Back Row,Leeds,,,LS11 5PL,,LS11 5PL,LS11 5,LS11 5PL,LS11 5,429879.0,432834.0,53.790969,-1.547939,E01033016,E02006875,E05001420,E08000035,15050.0,both,True
The Decanter,17 Park Row,Leeds,,,LS1 5JQ,http://www.thedecanter.co.uk,LS1 5JQ,LS1 5,LS1 5JQ,LS1 5,429952.0,433700.0,53.798748,-1.546747,E01033010,E02006875,E05001420,E08000035,8358.0,both,True
The Original Oak,2 Otley Road,Headingley,Leeds,,LS6 2DG,http://www.theoriginaloakleeds.co.uk,LS6 2DG,LS6 2,LS6 2DG,LS6 2,428029.0,436022.0,53.819724,-1.575731,E01011440,E02002373,E05001427,E08000035,17456.0,both,True
The Mustard Pot,20 Stainbeck Lane,Chapel Allerton,Leeds,,LS7 3QY,http://www.themustardpot.com,LS7 3QY,LS7 3,LS7 3QY,LS7 3,430418.0,437077.0,53.829072,-1.53934,E01011352,E02002363,E05001419,E08000035,14332.0,both,True
Tortilla,Trinity Kitchen,Trinity Leeds,,,LS1 5AT,http://trinityleeds.com/shops/tortilla,LS1 5AT,LS1 5,LS1 5AT,LS1 5,430139.0,433460.0,53.796596,-1.543936,E01033010,E02006875,E05001420,E08000035,8358.0,both,True
Le Chalet,31-32 Park Row,Leeds,,,LS1 5JD,http://www.le-chalet.co.uk,LS1 5JD,LS1 5,LS1 5JD,LS1 5,429904.0,433646.0,53.798281,-1.547485,E01033010,E02006875,E05001420,E08000035,8358.0,both,True
Aire Bar,32 The Calls,,Leeds,,LS2 7EW,http://www.airebar.co.uk/,LS2 7EW,LS2 7,LS2 7EW,LS2 7,430460.0,433270.0,53.794854,-1.539077,E01033011,E02006875,E05001420,E08000035,6996.0,both,True
All Bar One Greek Street,27 East Parade,Leeds,,,LS1 5BN,http://www.allbarone.co.uk/all-bar-one-greek-street-leeds/,LS1 5BN,LS1 5,LS1 5BN,LS1 5,429798.0,433674.0,53.798523,-1.549087,E01033010,E02006875,E05001420,E08000035,8358.0,both,True
Baa Bar Millennium Square,43-51 Cookridge Street,Leeds,,,LS2 3AW,http://www.baabar.co.uk,LS2 3AW,LS2 3,LS2 3AW,LS2 3,429899.0,434048.0,53.801879,-1.547518,E01033010,E02006875,E05001420,E08000035,8358.0,both,True
Wasabi,Trinity Leeds,Leeds,,,LS1 5AT,http://www.wasabi.uk.com,LS1 5AT,LS1 5,LS1 5AT,LS1 5,430139.0,433460.0,53.796596,-1.543936,E01033010,E02006875,E05001420,E08000035,8358.0,both,True
Belgrave Music Hall and Canteen,1-1A Cross Belgrave Street,Leeds,,,LS2 8JP,http://www.belgravemusichall.com,LS2 8JP,LS2 8,LS2 8JP,LS2 8,430329.0,433943.0,53.80091,-1.541,E01033010,E02006875,E05001420,E08000035,8358.0,both,True
360 Champagne & Cocktails,Trinity Kitchen,Trinity Leeds,,,LS1 5AT,http://trinityleeds.com/shops/360-champagne-cocktails,LS1 5AT,LS1 5,LS1 5AT,LS1 5,430139.0,433460.0,53.796596,-1.543936,E01033010,E02006875,E05001420,E08000035,8358.0,both,True
Chicago Rib Shack,Trinity Kitchen,Trinity Leeds,,,LS1 5AT,http://trinityleeds.com/shops/chicago-rib-shack,LS1 5AT,LS1 5,LS1 5AT,LS1 5,430139.0,433460.0,53.796596,-1.543936,E01033010,E02006875,E05001420,E08000035,8358.0,both,True
Chip + Fish,Trinity Kitchen,Trinity Leeds,,,LS1 5AT,http://trinityleeds.com/shops/chip-fish,LS1 5AT,LS1 5,LS1 5AT,LS1 5,430139.0,433460.0,53.796596,-1.543936,E01033010,E02006875,E05001420,E08000035,8358.0,both,True
Pho,Trinity Kitchen,Trinity Leeds,,,LS1 5AT,http://www.phocafe.co.uk/locations/leeds/,LS1 5AT,LS1 5,LS1 5AT,LS1 5,430139.0,433460.0,53.796596,-1.543936,E01033010,E02006875,E05001420,E08000035,8358.0,both,True
PizzaLuxe,Trinity Kitchen,Trinity Leeds,,,LS1 5AT,http://trinityleeds.com/shops/pizzaluxe,LS1 5AT,LS1 5,LS1 5AT,LS1 5,430139.0,433460.0,53.796596,-1.543936,E01033010,E02006875,E05001420,E08000035,8358.0,both,True
Kobe,106-108 New Road Side,Horsforth,Leeds,,LS18 4QB,http://www.arcinspirations.com,LS18 4QB,LS18 4,LS18 4QB,LS18 4,423653.0,437395.0,53.832281,-1.642094,E01011454,E02002356,E05001428,E08000035,31557.0,both,True
The Pit,9 Merrion Street,Leeds,,,LS1 6PQ,http://www.arcinspirations.com,LS1 6PQ,LS1 6,LS1 6PQ,LS1 6,430389.0,433897.0,53.800493,-1.540093,E01033010,E02006875,E05001420,E08000035,8358.0,both,True
Roast + Conch,55 Boar Lane,Leeds,,,LS1 5EL,http://www.hotelchocolat.com/uk/restaurants/locations/roast-and-conch,LS1 5EL,LS1 5,LS1 5EL,LS1 5,430025.0,433388.0,53.79594,-1.545669,E01033010,E02006875,E05001420,E08000035,8358.0,both,True
Barburrito,61 Boar Lane,Leeds,,,LS1 6HW,http://www.barburrito.co.uk/,LS1 6HW,LS1 6,LS1 6HW,LS1 6,430129.0,433401.0,53.79605,-1.544089,E01033010,E02006875,E05001420,E08000035,8358.0,both,True
All Bar One Millennium,Electric Press,Millennium Square,Leeds,,LS2 3AD,http://www.allbarone.co.uk/all-bar-one-millennium-square-leeds,LS2 3AD,LS2 3,LS2 3AD,LS2 3,429858.0,433971.0,53.801189,-1.548148,E01033010,E02006875,E05001420,E08000035,8358.0,both,True
Korks Wine Bar & Brasserie,40 Bondgate,Otley,,,LS21 1AD,http://www.korks.co.uk,LS21 1AD,LS21 1,LS21 1AD,LS21 1,420359.0,445366.0,53.904061,-1.691617,E01011569,E02002333,E05001437,E08000035,21543.0,both,True
Yo! Sushi,419 Trinity Leeds,Albion Street,Leeds,,LS1 5AY,http://www.yosushi.com/,LS1 5AY,LS1 5,LS1 5AY,LS1 5,430036.0,433504.0,53.796998,-1.545495,E01033010,E02006875,E05001420,E08000035,8358.0,both,True
Wagamama Restaurant,Upper dining terrace,Trinity walk,Trinity leeds shopping centre,Leeds,LS1 5AY,http://www.wagamama.com/,LS1 5AY,LS1 5,LS1 5AY,LS1 5,430036.0,433504.0,53.796998,-1.545495,E01033010,E02006875,E05001420,E08000035,8358.0,both,True
The Packhorse,Packhorse Yard,Briggate,Leeds,,LS1 6AT,,LS1 6AT,LS1 6,LS1 6AT,LS1 6,430214.0,433568.0,53.797547,-1.542782,E01033010,E02006875,E05001420,E08000035,8358.0,both,True
Mrs Atha's,10 Central Road,Leeds,,,LS1 6DE,http://mrsathasleeds.com/,LS1 6DE,LS1 6,LS1 6DE,LS1 6,430324.0,433458.0,53.796567,-1.541127,E01033010,E02006875,E05001420,E08000035,8358.0,both,True
LS6 Cafe,16 Headingley Lane,Leeds,,,LS6 2AS,http://www.ls6cafe.com/,LS6 2AS,LS6 2,LS6 2AS,LS6 2,428922.0,435513.0,53.815101,-1.562214,E01011443,E02006861,E05001429,E08000035,12585.0,both,True
The Wrens Hotel,61A New Briggate,Leeds,,,LS2 8JD,http://www.thewrenshotel.co.uk/,LS2 8JD,LS2 8,LS2 8JD,LS2 8,430292.0,433859.0,53.800157,-1.54157,E01033010,E02006875,E05001420,E08000035,8358.0,both,True
Holbeck WMC,Holbeck WMC,Jenkinson Lawn,Holbeck,,LS11 9QX,http://holbeckwmc.moonfruit.com/,LS11 9QX,LS11 9,LS11 9QX,LS11 9,429400.0,432148.0,53.78483,-1.555275,E01033032,E02002411,E05001415,E08000035,9129.0,both,True
The Alchemist,Level 1,Trinity Leeds,,,LS1 6HW,http://www.thealchemist.uk.com,LS1 6HW,LS1 6,LS1 6HW,LS1 6,430129.0,433401.0,53.79605,-1.544089,E01033010,E02006875,E05001420,E08000035,8358.0,both,True
The Botanist,Trinity,Leeds,,,LS1 6HW,http://www.thebotanist.uk.com,LS1 6HW,LS1 6,LS1 6HW,LS1 6,430129.0,433401.0,53.79605,-1.544089,E01033010,E02006875,E05001420,E08000035,8358.0,both,True
Carluccios,Trinity Leeds,Albion Street,Leeds,,LS1 5AT,http://www.carluccios.com,LS1 5AT,LS1 5,LS1 5AT,LS1 5,430139.0,433460.0,53.796596,-1.543936,E01033010,E02006875,E05001420,E08000035,8358.0,both,True
Handmade Burger Co,Trinity Leeds,Trinity East,Leeds,,LS1 5ER,http://handmadeburger.co.uk/,LS1 5ER,LS1 5,LS1 5ER,LS1 5,429996.0,433430.0,53.796319,-1.546105,E01033010,E02006875,E05001420,E08000035,8358.0,both,True
Giraffe,414 Trinity Leeds,Albion Street,Leeds,,LS1 5AY,http://www.giraffe.net/,LS1 5AY,LS1 5,LS1 5AY,LS1 5,430036.0,433504.0,53.796998,-1.545495,E01033010,E02006875,E05001420,E08000035,8358.0,both,True
The Fleece,Westgate,Otley,West Yorkshire,,LS21 3DT,http://www.otleypubclub.co.uk/otley-pubs-present/the-fleece,LS21 3DT,LS21 3,LS21 3DT,LS21 3,419909.0,445394.0,53.90433,-1.698464,E01011569,E02002333,E05001437,E08000035,21543.0,both,True
Greedy Pig,"58, North Street",Leeds,,,LS2 7PN,,LS2 7PN,LS2 7,LS2 7PN,LS2 7,430531.0,434025.0,53.801635,-1.537925,E01033002,E02002384,E05001420,E08000035,6371.0,both,True
David Street Cafe,109 Water Lane,Leeds,,,LS11 5WD,,LS11 5WD,LS11 5,LS11 5WD,LS11 5,429565.0,432911.0,53.791679,-1.552698,E01033032,E02002411,E05001420,E08000035,9129.0,both,True
Calverley Fish Shop,80 Thornhill Street,Calverley,Leeds,,LS28 5PD,,LS28 5PD,LS28 5,LS28 5PD,LS28 5,420670.0,437006.0,53.828911,-1.687444,E01011589,E02002368,E05001418,E08000035,22705.0,both,True
Littlemoor Fish and Chips,143 Littlemoor Road,Pudsey,,,LS28 8AP,,LS28 8AP,LS28 8,LS28 8AP,LS28 8,422658.0,432322.0,53.78673,-1.657583,E01011607,E02002408,E05001438,E08000035,17526.0,both,True
Baracoa Luxe Bar,52 Call Lane,Leeds,West Yorkshire,,LS1 6DT,https://www.facebook.com/BaracoaLuxeBar/info/?tab=page_info,LS1 6DT,LS1 6,LS1 6DT,LS1 6,430315.0,433324.0,53.795348,-1.541273,E01033016,E02006875,E05001420,E08000035,15050.0,both,True
The Hop,The Dark Arches,Granary Wharf,Neville Street,,LS1 4BR,http://www.thehop-leeds.co.uk/,LS1 4BR,LS1 4,LS1 4BR,LS1 4,429783.0,433129.0,53.793626,-1.549368,E01033016,E02006875,E05001420,E08000035,15050.0,both,True
Cielo Blanco,Trinity,Albion Street,Leeds,,LS1 5AT,http://www.cieloblanco.co.uk,LS1 5AT,LS1 5,LS1 5AT,LS1 5,430139.0,433460.0,53.796596,-1.543936,E01033010,E02006875,E05001420,E08000035,8358.0,both,True
Pickled Pepper,The Round Foundry,105 Water Lane,Leeds,,LS11 5WH,http://pickledpepperleeds.co.uk/,LS11 5WH,LS11 5,LS11 5WH,LS11 5,429589.0,432862.0,53.791237,-1.552338,E01033032,E02002411,E05001420,E08000035,9129.0,both,True
Crafthouse,Level 5,Trinity,Boar Lane,Leeds,LS16HW,http://www.crafthouse-restaurant.com,LS1 6HW,LS1 6,LS1 6HW,LS1 6,430129.0,433401.0,53.79605,-1.544089,E01033010,E02006875,E05001420,E08000035,8358.0,both,True
Angelica,Level 6,Trinity,Boar Lane,Leeds,LS1 6HW,http://www.angelica-restaurant.com/,LS1 6HW,LS1 6,LS1 6HW,LS1 6,430129.0,433401.0,53.79605,-1.544089,E01033010,E02006875,E05001420,E08000035,8358.0,both,True
Costa Coffee Woodhouse Lane,42/44 Woodhouse Lane,Leeds,,,LS2 8LX,http://www.costa.co.uk/,LS2 8LX,LS2 8,LS2 8LX,LS2 8,430078.0,433995.0,53.801392,-1.544805,E01033010,E02006875,E05001420,E08000035,8358.0,both,True
Alfred,6 Stonegate Road,Meanwood,Leeds,,LS6 4HY,http://northbar.com/alfred,LS6 4HY,LS6 4,LS6 4HY,LS6 4,428674.0,436990.0,53.828389,-1.565844,E01011691,E02002360,E05001442,E08000035,5120.0,both,True
Cafe Lux,Pudsey Wellbeing Centre,Robin Lane,Pudsey,,LS28 7BR,http://www.pudseywellbeingcentre.com,LS28 7BR,LS28 7,LS28 7BR,LS28 7,422431.0,433293.0,53.795467,-1.660958,E01011612,E02002408,E05001438,E08000035,7382.0,both,True
The Arch Cafe,Bradbury Building,Mark Lane,Leeds,,LS2 8JA,http://www.thearchcafeleeds.co.uk/,LS2 8JA,LS2 8,LS2 8JA,LS2 8,430198.0,433827.0,53.799558,-1.542841,E01033010,E02006875,E05001420,E08000035,8358.0,both,True
The 1875 Restaurant,1st Floor Menston Railway Station,Station Road,Leeds,,LS29 6JH,http://the1875.co.uk/,LS29 6JH,LS29 6,LS29 6JH,LS29 6,417533.0,443957.0,53.8915,-1.734709,E01010773,E02002187,E05001366,E08000032,28465.0,both,True
Out of the Woods- Granary Wharf,Granary Wharf,Waterman's Place,Leeds,,LS1 4GL,,LS1 4GL,LS1 4,LS1 4GL,LS1 4,429824.0,433120.0,53.793542,-1.548746,E01033016,E02006875,E05001420,E08000035,15050.0,both,True
LIVINitaly,Granary Wharf,Leeds,,,LS1 4BR,http://www.livinitaly.com,LS1 4BR,LS1 4,LS1 4BR,LS1 4,429783.0,433129.0,53.793626,-1.549368,E01033016,E02006875,E05001420,E08000035,15050.0,both,True
Opposite Cafe University,26 Blenheim Terrace,Leeds,,,LS2 9HD,http://www.oppositecafe.co.uk,LS2 9HD,LS2 9,LS2 9HD,LS2 9,429637.0,434678.0,53.807572,-1.55144,E01033005,E02002384,E05001429,E08000035,8229.0,both,True
Ciao Bella,20 Dock Street,Brewery Wharf,Leeds,,LS10 1JF,http://www.ciaobellarestaurantleeds.co.uk,LS10 1JF,LS10 1,LS10 1JF,LS10 1,430432.0,433140.0,53.793687,-1.539515,E01033011,E02006875,E05001420,E08000035,6996.0,both,True
Vanilla One,Corn Exchange,Leeds,,,LS1 7BR,http://www.leedscornexchange.co.uk/eating/vanilla-one,LS1 7BR,LS1 7,LS1 7BR,LS1 7,430387.0,433387.0,53.79591,-1.540174,E01033011,E02006875,E05001420,E08000035,6996.0,both,True
Jake's Bar,27 - 33 Call Lane,Leeds,,,LS1 7BT,http://www.jakesbar.co.uk,LS1 7BT,LS1 7,LS1 7BT,LS1 7,430343.0,433319.0,53.795301,-1.540848,E01033011,E02006875,E05001420,E08000035,6996.0,both,True
The Garden Gate,3 Whitfield Place,Hunslet,Leeds,,LS10 2QB,http://www.gardengateleeds.co.uk,LS10 2QB,LS10 2,LS10 2QB,LS10 2,431236.0,431702.0,53.780715,-1.527456,E01011467,E02006876,E05001420,E08000035,2126.0,both,True
Further North,194 Harrogate Road,Chapel Allerton,,,LS7 4NZ,http://northbar.com/further-north/,LS7 4NZ,LS7 4,LS7 4NZ,LS7 4,430490.0,437263.0,53.83074,-1.538228,E01011352,E02002363,E05001419,E08000035,14332.0,both,True
The Junction,44 Bondgate,Otley,,,LS21 1AD,https://www.facebook.com/Junctioninnotley,LS21 1AD,LS21 1,LS21 1AD,LS21 1,420359.0,445366.0,53.904061,-1.691617,E01011569,E02002333,E05001437,E08000035,21543.0,both,True
The Otley Tavern,Newmarket,Otley,,,LS21 3AE,http://www.theotleytavern.com,LS21 3AE,LS21 3,LS21 3AE,LS21 3,420263.0,445452.0,53.904837,-1.693072,E01011569,E02002333,E05001437,E08000035,21543.0,both,True
The Bowling Green,18 Bondgate,Otley,,,LS21 3AB,http://www.jdwetherspoon.com/pubs/all-pubs/england/west-yorkshire/the-bowling-green-otley,LS21 3AB,LS21 3,LS21 3AB,LS21 3,420282.0,445335.0,53.903785,-1.692791,E01011569,E02002333,E05001437,E08000035,21543.0,both,True
The Cross Pipes,36 Westgate,Otley,West Yorkshire,,LS21 3AS,http://www.otleypubclub.co.uk/otley-pubs-present/the-cross-pipes,LS21 3AS,LS21 3,LS21 3AS,LS21 3,420058.0,445461.0,53.904926,-1.696192,E01011569,E02002333,E05001437,E08000035,21543.0,both,True
The Rose and Crown,20 Bondgate,Otley,,,LS21 1AD,http://www.otleypubclub.co.uk/otley-pubs-present/the-rose-and-crown,LS21 1AD,LS21 1,LS21 1AD,LS21 1,420359.0,445366.0,53.904061,-1.691617,E01011569,E02002333,E05001437,E08000035,21543.0,both,True
The Old Cock,11 Crossgate,Otley,West Yorkshire,,LS21 1AD,http://www.theoldcockotley.co.uk,LS21 1AD,LS21 1,LS21 1AD,LS21 1,420359.0,445366.0,53.904061,-1.691617,E01011569,E02002333,E05001437,E08000035,21543.0,both,True
The Manor House,Walkergate,Otley,,,LS21 1HB,,LS21 1HB,LS21 1,LS21 1HB,LS21 1,420448.0,445503.0,53.905288,-1.690253,E01011574,E02002333,E05001437,E08000035,18323.0,both,True
The Black Bull,Market Place,Otley,,,LS21 3AQ,http://www.otleypubclub.co.uk/otley-pubs-present/the-black-bull,LS21 3AQ,LS21 3,LS21 3AQ,LS21 3,420204.0,445540.0,53.905631,-1.693965,E01011569,E02002333,E05001437,E08000035,21543.0,both,True
Otley Tap House,66 Boroughgate,Otley,,,LS21 1AE,,LS21 1AE,LS21 1,LS21 1AE,LS21 1,420420.0,445575.0,53.905937,-1.690675,E01011569,E02002333,E05001437,E08000035,21543.0,both,True
The Roebuck,Roebuck Terrace,Newall with Clifton,Otley,,LS21 2EY,http://www.roebuckpub.co.uk,LS21 2EY,LS21 2,LS21 2EY,LS21 2,420008.0,447595.0,53.924108,-1.696814,E01027735,E02005778,E05006270,E07000165,19767.0,both,True
The Royalty,Yorkgate,Otley Chevin,,,LS21 3DG,http://www.the-royalty.co.uk,LS21 3DG,LS21 3,LS21 3DG,LS21 3,419992.0,444043.0,53.892184,-1.697289,E01011279,E02002337,E05001425,E08000035,24945.0,both,True
The Red Lion,47 Kirkgate,Otley,,,LS21 3HN,http://www.otleypubclub.co.uk/otley-pubs-present/the-red-lion,LS21 3HN,LS21 3,LS21 3HN,LS21 3,420172.0,445490.0,53.905182,-1.694455,E01011569,E02002333,E05001437,E08000035,21543.0,both,True
the Bay Horse,20 Market Place,Otley,,,LS21 3AQ,http://www.otleypubclub.co.uk/otley-pubs-present/the-bay-horse-inn,LS21 3AQ,LS21 3,LS21 3AQ,LS21 3,420204.0,445540.0,53.905631,-1.693965,E01011569,E02002333,E05001437,E08000035,21543.0,both,True
Whitakers,49 Kirkgate,Otley,,,LS21 3HN,http://www.facebook.com/WhitakersOtley,LS21 3HN,LS21 3,LS21 3HN,LS21 3,420172.0,445490.0,53.905182,-1.694455,E01011569,E02002333,E05001437,E08000035,21543.0,both,True
The White Swan,68 Boroughgate,Otley,,,LS21 1AE,,LS21 1AE,LS21 1,LS21 1AE,LS21 1,420420.0,445575.0,53.905937,-1.690675,E01011569,E02002333,E05001437,E08000035,21543.0,both,True
North Bar Social,8-10 Bondgate,Otley,,,LS21 3AB,http://www.northbar.com/northbarsocial,LS21 3AB,LS21 3,LS21 3AB,LS21 3,420282.0,445335.0,53.903785,-1.692791,E01011569,E02002333,E05001437,E08000035,21543.0,both,True
The Black Horse Hotel,2 Westgate,Otley,,,LS21 3AS,http://www.blackhorsehotelotley.co.uk,LS21 3AS,LS21 3,LS21 3AS,LS21 3,420058.0,445461.0,53.904926,-1.696192,E01011569,E02002333,E05001437,E08000035,21543.0,both,True
The Horse and Farrier,Bridge Street,Otley,West Yorkshire,,LS21 1BQ,http://www.markettowntaverns.co.uk/pub-and-bar-finder/yorkshire/horse-and-farrier,LS21 1BQ,LS21 1,LS21 1BQ,LS21 1,420217.0,445677.0,53.906876,-1.693762,E01011569,E02002333,E05001437,E08000035,21543.0,both,True
The Yew Tree Public House,Newall Carr Rd,Otley,,,LS21 2AU,http://www.yewtreeotley.co.uk,LS21 2AU,LS21 2,LS21 2AU,LS21 2,419975.0,446234.0,53.911877,-1.697405,E01011583,E02002332,E05001437,E08000035,26750.0,both,True
