sr_num,created_date,month,enq_type,enq_sub_type,postcode,postcode_sector
2-883457747,2017-07-03,2017-07,LASBT ALMO,Noise Nuisance,LS7 3,LS7 3
2-883483167,2017-07-03,2017-07,LASBT Private,Noise Nuisance,LS7 3,LS7 3
2-883518627,2017-07-04,2017-07,LASBT ALMO,Noise Nuisance,LS9 6,LS9 6
2-883574972,2017-07-04,2017-07,LASBT Private,Noise Nuisance,LS14 3,LS14 3
2-883575455,2017-07-04,2017-07,LASBT Private,Noise Nuisance,LS17 8,LS17 8
2-883575627,2017-07-04,2017-07,LASBT Private,Noise Nuisance,LS14 6,LS14 6
2-883577650,2017-07-04,2017-07,LASBT Private,Noise Nuisance,LS7 4,LS7 4
2-883623196,2017-07-04,2017-07,LASBT Private,Noise Nuisance,LS9 6,LS9 6
2-886930962,2017-07-31,2017-07,LASBT Private,Noise Nuisance,LS17 6,LS17 6
2-883623899,2017-07-04,2017-07,LASBT Private,Noise Nuisance,LS8 3,LS8 3
2-886902285,2017-07-31,2017-07,LASBT Private,Noise Nuisance,LS14 6,LS14 6
2-886779395,2017-07-28,2017-07,LASBT Private,Noise Nuisance,LS17 5,LS17 5
2-886773935,2017-07-28,2017-07,LASBT Private,Noise Nuisance,LS8 5,LS8 5
2-883707543,2017-07-05,2017-07,LASBT Private,Noise Nuisance,LS8 3,LS8 3
2-883758261,2017-07-05,2017-07,LASBT Private,Noise Nuisance,LS8 5,LS8 5
2-886605366,2017-07-27,2017-07,LASBT Private,Noise Nuisance,LS8 4,LS8 4
2-886576509,2017-07-27,2017-07,LASBT Private,Noise Nuisance,LS9 6,LS9 6
2-886315701,2017-07-25,2017-07,LASBT Private,Noise Nuisance,LS8 3,LS8 3
2-883944823,2017-07-06,2017-07,LASBT ALMO,Noise Nuisance,LS8 5,LS8 5
2-886266803,2017-07-25,2017-07,LASBT Private,Noise Nuisance,LS17 6,LS17 6
2-886257443,2017-07-25,2017-07,LASBT Private,Noise Nuisance,LS17 5,LS17 5
2-886232246,2017-07-25,2017-07,LASBT ALMO,Noise Nuisance,LS8 3,LS8 3
2-886186819,2017-07-25,2017-07,LASBT Private,Noise Nuisance,LS9 7,LS9 7
2-886075319,2017-07-24,2017-07,Tenancy Breach,Noise Nuisance,LS17 7,LS17 7
2-884275274,2017-07-10,2017-07,LASBT Private,Noise Nuisance,LS8 5,LS8 5
2-884275494,2017-07-10,2017-07,LASBT ALMO,Noise Nuisance,LS14 1,LS14 1
2-884275883,2017-07-10,2017-07,LASBT Private,Noise Nuisance,LS8 5,LS8 5
2-884303852,2017-07-10,2017-07,LASBT Private,Noise Nuisance,LS8 5,LS8 5
2-884326056,2017-07-10,2017-07,LASBT Private,Noise Nuisance,LS17 6,LS17 6
2-885950021,2017-07-21,2017-07,LASBT Private,Noise Nuisance,LS17 8,LS17 8
2-884326671,2017-07-10,2017-07,LASBT Private,Noise Nuisance,LS8 3,LS8 3
2-885804443,2017-07-20,2017-07,LASBT Private,Noise Nuisance,LS9 6,LS9 6
2-884436533,2017-07-11,2017-07,LASBT Private,Noise Nuisance,LS9 9,LS9 9
2-884564200,2017-07-11,2017-07,LASBT Private,Noise Nuisance,LS7 4,LS7 4
2-884578873,2017-07-11,2017-07,LASBT Private,Noise Nuisance,LS8 2,LS8 2
2-885615362,2017-07-19,2017-07,LASBT Private,Noise Nuisance,LS8 2,LS8 2
2-885546337,2017-07-19,2017-07,LASBT Private,Noise Nuisance,LS22 6,LS22 6
2-885546201,2017-07-19,2017-07,LASBT Private,Noise Nuisance,LS9 8,LS9 8
2-885546049,2017-07-19,2017-07,LASBT Private,Noise Nuisance,LS7 2,LS7 2
2-884741937,2017-07-12,2017-07,LASBT Private,Noise Nuisance,LS7 4,LS7 4
2-884847302,2017-07-13,2017-07,LASBT Private,Noise Nuisance,LS17 6,LS17 6
2-885477124,2017-07-18,2017-07,LASBT ALMO,Noise Nuisance,LS7 2,LS7 2
2-885459259,2017-07-18,2017-07,LASBT Private,Noise Nuisance,LS8 1,LS8 1
2-885458365,2017-07-18,2017-07,LASBT Private,Noise Nuisance,LS8 3,LS8 3
2-884870231,2017-07-13,2017-07,LASBT Private,Noise Nuisance,LS9 6,LS9 6
2-884868870,2017-07-13,2017-07,LASBT Private,Noise Nuisance,LS14 1,LS14 1
2-885349979,2017-07-18,2017-07,LASBT Private,Noise Nuisance,LS9 7,LS9 7
2-884871668,2017-07-13,2017-07,LASBT Private,Noise Nuisance,LS8 4,LS8 4
2-884896077,2017-07-13,2017-07,LASBT Private,Noise Nuisance,LS23 6,LS23 6
2-885266069,2017-07-17,2017-07,LASBT Private,Noise Nuisance,LS14 6,LS14 6
2-885227746,2017-07-17,2017-07,LASBT Private,Noise Nuisance,LS8 3,LS8 3
2-885168538,2017-07-17,2017-07,LASBT Private,Noise Nuisance,LS8 3,LS8 3
2-884993779,2017-07-14,2017-07,Tenancy Breach,Noise Nuisance,LS14 6,LS14 6
2-885109997,2017-07-17,2017-07,LASBT Private,Noise Nuisance,LS8 3,LS8 3
2-883309968,2017-07-03,2017-07,LASBT Private,Noise Nuisance,LS1 4,LS1 4
2-883310097,2017-07-03,2017-07,LASBT Private,Noise Nuisance,LS9 0,LS9 0
2-887077671,2017-07-31,2017-07,LASBT Private,Noise Nuisance,LS25 2,LS25 2
2-887077289,2017-07-31,2017-07,LASBT Private,Noise Nuisance,LS27 7,LS27 7
2-887057972,2017-07-31,2017-07,LASBT Private,Noise Nuisance,LS12 4,LS12 4
2-883332413,2017-07-03,2017-07,LASBT Private,Noise Nuisance,LS11 5,LS11 5
2-883310362,2017-07-03,2017-07,LASBT Private,Noise Nuisance,LS15 8,LS15 8
2-887057086,2017-07-31,2017-07,LASBT Private,Noise Nuisance,LS15 8,LS15 8
2-887026522,2017-07-31,2017-07,LASBT Private,Noise Nuisance,LS10 1,LS10 1
2-887042064,2017-07-31,2017-07,LASBT Private,Noise Nuisance,LS11 0,LS11 0
2-883407705,2017-07-03,2017-07,LASBT Private,Noise Nuisance,LS11 5,LS11 5
2-883442505,2017-07-03,2017-07,LASBT Private,Noise Nuisance,LS25 2,LS25 2
2-883468136,2017-07-03,2017-07,LASBT Private,Noise Nuisance,LS26 0,LS26 0
2-883486465,2017-07-03,2017-07,LASBT Private,Noise Nuisance,LS26 0,LS26 0
2-883497336,2017-07-03,2017-07,LASBT Private,Noise Nuisance,LS12 1,LS12 1
2-883506493,2017-07-04,2017-07,LASBT Private,Noise Nuisance,LS11 7,LS11 7
2-883506675,2017-07-04,2017-07,LASBT Private,Noise Nuisance,LS27 8,LS27 8
2-883534196,2017-07-04,2017-07,LASBT Private,Noise Nuisance,LS14 5,LS14 5
2-883534382,2017-07-04,2017-07,LASBT Private,Noise Nuisance,LS2 7,LS2 7
2-883534466,2017-07-04,2017-07,LASBT Private,Noise Nuisance,LS11 5,LS11 5
2-883551096,2017-07-04,2017-07,LASBT Private,Noise Nuisance,LS10 3,LS10 3
2-883551228,2017-07-04,2017-07,LASBT Private,Noise Nuisance,LS11 9,LS11 9
2-886956187,2017-07-31,2017-07,LASBT Private,Noise Nuisance,LS10 1,LS10 1
2-883601900,2017-07-04,2017-07,LASBT Private,Noise Nuisance,LS10 3,LS10 3
2-886950216,2017-07-31,2017-07,LASBT Private,Noise Nuisance,LS11 6,LS11 6
2-883675368,2017-07-05,2017-07,LASBT Private,Noise Nuisance,LS10 3,LS10 3
2-883676604,2017-07-05,2017-07,LASBT Private,Noise Nuisance,LS25 1,LS25 1
2-886737590,2017-07-28,2017-07,LASBT Private,Noise Nuisance,BD11 1,BD11 1
2-886725960,2017-07-28,2017-07,LASBT Private,Noise Nuisance,LS10 3,LS10 3
2-886710763,2017-07-28,2017-07,LASBT Private,Noise Nuisance,LS27 7,LS27 7
2-886616567,2017-07-27,2017-07,LASBT Private,Noise Nuisance,LS25 1,LS25 1
2-886537790,2017-07-27,2017-07,Tenancy Breach,Noise Nuisance,LS27 7,LS27 7
2-886519819,2017-07-27,2017-07,LASBT ALMO,Noise Nuisance,LS27 9,LS27 9
2-886519047,2017-07-26,2017-07,LASBT Private,Noise Nuisance,LS27 7,LS27 7
2-886475642,2017-07-26,2017-07,LASBT Private,Noise Nuisance,LS25 1,LS25 1
2-886475305,2017-07-26,2017-07,LASBT Private,Noise Nuisance,LS15 9,LS15 9
2-886375844,2017-07-26,2017-07,LASBT Private,Noise Nuisance,LS2 7,LS2 7
2-883914476,2017-07-06,2017-07,LASBT Private,Noise Nuisance,LS25 7,LS25 7
2-886364499,2017-07-26,2017-07,LASBT Private,Noise Nuisance,LS11 8,LS11 8
2-886393050,2017-07-26,2017-07,LASBT Private,Noise Nuisance,LS2 7,LS2 7
2-886361833,2017-07-26,2017-07,LASBT Private,Noise Nuisance,BD11 1,BD11 1
2-886291281,2017-07-25,2017-07,LASBT Private,Noise Nuisance,LS15 7,LS15 7
2-883978170,2017-07-06,2017-07,LASBT Private,Noise Nuisance,LS10 4,LS10 4
2-886252942,2017-07-25,2017-07,LASBT Private,Noise Nuisance,LS10 1,LS10 1
2-886252712,2017-07-25,2017-07,LASBT Private,Noise Nuisance,LS11 7,LS11 7
2-886239603,2017-07-25,2017-07,LASBT Private,Noise Nuisance,LS1 3,LS1 3
2-886101615,2017-07-24,2017-07,LASBT Private,Noise Nuisance,LS26 0,LS26 0
2-886086497,2017-07-24,2017-07,LASBT Private,Noise Nuisance,N,
2-884084004,2017-07-07,2017-07,LASBT Private,Noise Nuisance,LS11 5,LS11 5
2-886101218,2017-07-24,2017-07,LASBT Private,Noise Nuisance,LS15 8,LS15 8
2-884218963,2017-07-10,2017-07,LASBT Private,Noise Nuisance,WF3 1,WF3 1
2-884219150,2017-07-10,2017-07,LASBT Private,Noise Nuisance,BD11 1,BD11 1
2-884219384,2017-07-10,2017-07,LASBT Private,Noise Nuisance,LS27 9,LS27 9
2-886032691,2017-07-24,2017-07,Tenancy Breach,Noise Nuisance,LS27 7,LS27 7
2-886016972,2017-07-24,2017-07,LASBT Private,Noise Nuisance,LS9 0,LS9 0
2-884229765,2017-07-10,2017-07,LASBT Private,Noise Nuisance,LS14 5,LS14 5
2-884238821,2017-07-10,2017-07,LASBT Private,Noise Nuisance,LS11 8,LS11 8
2-886016821,2017-07-24,2017-07,LASBT Private,Noise Nuisance,LS25 7,LS25 7
2-884268894,2017-07-10,2017-07,LASBT Private,Noise Nuisance,LS11 0,LS11 0
2-884272872,2017-07-10,2017-07,LASBT ALMO,Noise Nuisance,LS26 8,LS26 8
2-884349780,2017-07-10,2017-07,LASBT Private,Noise Nuisance,LS14 5,LS14 5
2-884374124,2017-07-10,2017-07,LASBT Private,Noise Nuisance,LS14 5,LS14 5
2-885770840,2017-07-20,2017-07,LASBT Private,Noise Nuisance,LS26 9,LS26 9
2-884435163,2017-07-11,2017-07,LASBT ALMO,Noise Nuisance,LS10 3,LS10 3
2-884454257,2017-07-11,2017-07,LASBT Private,Noise Nuisance,LS26 0,LS26 0
2-884454495,2017-07-11,2017-07,LASBT ALMO,Noise Nuisance,LS26 8,LS26 8
2-884483162,2017-07-11,2017-07,LASBT Private,Noise Nuisance,LS25 2,LS25 2
2-884483511,2017-07-11,2017-07,LASBT Private,Noise Nuisance,LS25 2,LS25 2
2-885720484,2017-07-20,2017-07,Tenancy Breach,Noise Nuisance,LS26 8,LS26 8
2-884522619,2017-07-11,2017-07,LASBT Private,Noise Nuisance,LS15 7,LS15 7
2-885682926,2017-07-20,2017-07,LASBT Private,Noise Nuisance,WF10 2,WF10 2
2-884576827,2017-07-12,2017-07,LASBT Private,Noise Nuisance,LS10 4,LS10 4
2-884627657,2017-07-12,2017-07,LASBT Private,Noise Nuisance,LS10 2,LS10 2
2-885570453,2017-07-19,2017-07,LASBT Private,Noise Nuisance,LS11 0,LS11 0
2-884627899,2017-07-12,2017-07,LASBT ALMO,Noise Nuisance,LS11 6,LS11 6
2-884643195,2017-07-12,2017-07,LASBT Private,Noise Nuisance,LS11 0,LS11 0
2-885553293,2017-07-19,2017-07,LASBT Private,Noise Nuisance,LS10 1,LS10 1
2-884699977,2017-07-12,2017-07,LASBT Private,Noise Nuisance,LS27 0,LS27 0
2-884739956,2017-07-12,2017-07,LASBT Private,Noise Nuisance,LS26 0,LS26 0
2-885521511,2017-07-19,2017-07,LASBT Private,Noise Nuisance,LS11 7,LS11 7
2-884813925,2017-07-13,2017-07,LASBT Private,Noise Nuisance,LS10 4,LS10 4
2-885490631,2017-07-18,2017-07,LASBT Private,Noise Nuisance,LS10 2,LS10 2
2-885418872,2017-07-18,2017-07,LASBT Private,Noise Nuisance,LS10 1,LS10 1
2-885418120,2017-07-18,2017-07,LASBT Private,Noise Nuisance,WF10 2,WF10 2
2-885341511,2017-07-18,2017-07,LASBT Private,Noise Nuisance,LS27 0,LS27 0
2-885236721,2017-07-17,2017-07,LASBT Private,Noise Nuisance,LS15 8,LS15 8
2-885198895,2017-07-17,2017-07,LASBT Private,Noise Nuisance,LS27 0,LS27 0
2-885197232,2017-07-17,2017-07,LASBT Private,Noise Nuisance,LS10 4,LS10 4
2-885016240,2017-07-14,2017-07,LASBT ALMO,Noise Nuisance,LS11 8,LS11 8
2-885161488,2017-07-17,2017-07,LASBT Private,Noise Nuisance,LS11 5,LS11 5
2-885031483,2017-07-14,2017-07,LASBT Private,Noise Nuisance,LS7 1,LS7 1
2-885028905,2017-07-14,2017-07,LASBT Private,Noise Nuisance,LS26 8,LS26 8
2-885146189,2017-07-17,2017-07,LASBT Private,Noise Nuisance,LS10 4,LS10 4
2-883322418,2017-07-03,2017-07,LASBT Private,Noise Nuisance,LS6 3,LS6 3
2-883322463,2017-07-03,2017-07,LASBT Private,Noise Nuisance,LS6 1,LS6 1
2-883344483,2017-07-03,2017-07,LASBT Private,Noise Nuisance,LS18 5,LS18 5
2-883365404,2017-07-03,2017-07,LASBT Private,Noise Nuisance,LS13 3,LS13 3
2-883353774,2017-07-03,2017-07,LASBT Private,Noise Nuisance,LS6 1,LS6 1
2-887033622,2017-07-31,2017-07,LASBT Private,Noise Nuisance,LS18 5,LS18 5
2-887033395,2017-07-31,2017-07,LASBT Private,Noise Nuisance,LS6 4,LS6 4
2-883402829,2017-07-03,2017-07,LASBT Private,Noise Nuisance,LS6 2,LS6 2
2-887007927,2017-07-31,2017-07,LASBT Private,Noise Nuisance,LS4 2,LS4 2
2-883477888,2017-07-03,2017-07,LASBT Private,Noise Nuisance,LS13 3,LS13 3
2-887007395,2017-07-31,2017-07,LASBT Private,Noise Nuisance,LS4 2,LS4 2
2-883497060,2017-07-03,2017-07,LASBT Private,Noise Nuisance,LS4 2,LS4 2
2-883497163,2017-07-03,2017-07,LASBT Private,Noise Nuisance,LS12 2,LS12 2
2-883497286,2017-07-03,2017-07,LASBT Private,Noise Nuisance,LS12 1,LS12 1
2-883497409,2017-07-03,2017-07,LASBT Private,Noise Nuisance,LS6 2,LS6 2
2-883497482,2017-07-03,2017-07,LASBT Private,Noise Nuisance,LS12 1,LS12 1
2-887007227,2017-07-31,2017-07,LASBT Private,Noise Nuisance,LS21 3,LS21 3
2-886989629,2017-07-31,2017-07,LASBT Private,Noise Nuisance,LS12 3,LS12 3
2-883538907,2017-07-04,2017-07,LASBT Private,Noise Nuisance,LS6 1,LS6 1
2-886974763,2017-07-31,2017-07,LASBT Private,Noise Nuisance,LS2 9,LS2 9
2-886930791,2017-07-31,2017-07,LASBT Private,Noise Nuisance,LS20 9,LS20 9
2-886729198,2017-07-28,2017-07,LASBT Private,Noise Nuisance,LS4 2,LS4 2
2-886718377,2017-07-28,2017-07,LASBT Private,Noise Nuisance,LS13 1,LS13 1
2-886697619,2017-07-28,2017-07,LASBT Private,Noise Nuisance,LS12 4,LS12 4
2-886695013,2017-07-27,2017-07,Tenancy Breach,Noise Nuisance,LS3 1,LS3 1
2-886586481,2017-07-27,2017-07,LASBT ALMO,Noise Nuisance,LS16 6,LS16 6
2-886554967,2017-07-27,2017-07,LASBT Private,Noise Nuisance,LS6 3,LS6 3
2-886567194,2017-07-27,2017-07,LASBT Private,Noise Nuisance,LS6 3,LS6 3
2-886531950,2017-07-27,2017-07,Tenancy Breach,Noise Nuisance,LS3 1,LS3 1
2-883861540,2017-07-06,2017-07,LASBT Private,Noise Nuisance,LS6 1,LS6 1
2-886391395,2017-07-26,2017-07,LASBT Private,Noise Nuisance,LS4 2,LS4 2
2-884014788,2017-07-07,2017-07,LASBT ALMO,Noise Nuisance,LS6 4,LS6 4
2-884080764,2017-07-07,2017-07,LASBT Private,Noise Nuisance,LS6 1,LS6 1
2-884080857,2017-07-07,2017-07,LASBT Private,Noise Nuisance,LS6 1,LS6 1
2-884101406,2017-07-07,2017-07,LASBT Private,Noise Nuisance,LS6 1,LS6 1
2-884120614,2017-07-07,2017-07,LASBT ALMO,Noise Nuisance,LS6 2,LS6 2
2-884120748,2017-07-07,2017-07,LASBT Private,Noise Nuisance,LS12 3,LS12 3
2-884120858,2017-07-07,2017-07,LASBT Private,Noise Nuisance,BD3 7,BD3 7
2-886077688,2017-07-24,2017-07,LASBT Private,Noise Nuisance,LS6 3,LS6 3
2-886077615,2017-07-24,2017-07,LASBT ALMO,Noise Nuisance,LS13 2,LS13 2
2-886077252,2017-07-24,2017-07,LASBT Private,Noise Nuisance,LS13 2,LS13 2
2-886077096,2017-07-24,2017-07,LASBT Private,Noise Nuisance,LS6 2,LS6 2
2-886040663,2017-07-24,2017-07,LASBT Private,Noise Nuisance,LS13 4,LS13 4
2-884161659,2017-07-07,2017-07,LASBT Private,Noise Nuisance,N,
2-885957264,2017-07-21,2017-07,LASBT Private,Noise Nuisance,LS4 2,LS4 2
2-885957105,2017-07-21,2017-07,LASBT Private,Noise Nuisance,LS19 6,LS19 6
2-885950186,2017-07-21,2017-07,LASBT Private,Noise Nuisance,LS6 1,LS6 1
2-885941916,2017-07-21,2017-07,LASBT Private,Noise Nuisance,LS13 2,LS13 2
2-884301687,2017-07-10,2017-07,LASBT Private,Noise Nuisance,N,
2-884301718,2017-07-10,2017-07,LASBT Private,Noise Nuisance,N,
2-884301800,2017-07-10,2017-07,LASBT Private,Noise Nuisance,LS28 6,LS28 6
2-884332210,2017-07-10,2017-07,LASBT Private,Noise Nuisance,LS6 3,LS6 3
2-885919162,2017-07-21,2017-07,LASBT Private,Noise Nuisance,LS16 5,LS16 5
2-885893271,2017-07-21,2017-07,LASBT Private,Noise Nuisance,LS6 1,LS6 1
2-885869627,2017-07-21,2017-07,LASBT Private,Noise Nuisance,LS6 1,LS6 1
2-885822907,2017-07-20,2017-07,LASBT Private,Noise Nuisance,N,
2-884444114,2017-07-11,2017-07,LASBT ALMO,Noise Nuisance,LS13 3,LS13 3
2-885753351,2017-07-20,2017-07,LASBT Private,Noise Nuisance,LS19 7,LS19 7
2-885753310,2017-07-20,2017-07,LASBT Private,Noise Nuisance,LS19 7,LS19 7
2-885753207,2017-07-20,2017-07,LASBT Private,Noise Nuisance,LS19 7,LS19 7
2-884511763,2017-07-11,2017-07,LASBT Private,Noise Nuisance,LS12 3,LS12 3
2-884511847,2017-07-11,2017-07,LASBT ALMO,Noise Nuisance,LS16 6,LS16 6
2-884536910,2017-07-11,2017-07,LASBT Private,Noise Nuisance,LS12 5,LS12 5
2-884537113,2017-07-11,2017-07,LASBT Private,Noise Nuisance,LS6 3,LS6 3
2-884537196,2017-07-11,2017-07,LASBT Private,Noise Nuisance,LS6 2,LS6 2
2-884537259,2017-07-11,2017-07,LASBT Private,Noise Nuisance,LS6 1,LS6 1
2-884537362,2017-07-11,2017-07,LASBT Private,Noise Nuisance,LS4 2,LS4 2
2-884537855,2017-07-11,2017-07,LASBT Private,Noise Nuisance,LS16 5,LS16 5
2-884545059,2017-07-11,2017-07,LASBT Private,Noise Nuisance,LS7 2,LS7 2
2-884545190,2017-07-11,2017-07,LASBT Private,Noise Nuisance,LS12 4,LS12 4
2-884545463,2017-07-11,2017-07,LASBT Private,Noise Nuisance,LS13 2,LS13 2
2-884545875,2017-07-11,2017-07,LASBT Private,Noise Nuisance,N,
2-885721651,2017-07-20,2017-07,LASBT Private,Noise Nuisance,LS6 3,LS6 3
2-885644021,2017-07-19,2017-07,LASBT Private,Noise Nuisance,LS21 1,LS21 1
2-884576870,2017-07-12,2017-07,LASBT Private,Noise Nuisance,LS6 1,LS6 1
2-885533620,2017-07-19,2017-07,LASBT Private,Noise Nuisance,LS19 6,LS19 6
2-884702184,2017-07-12,2017-07,LASBT ALMO,Noise Nuisance,LS12 5,LS12 5
2-885533474,2017-07-19,2017-07,LASBT Private,Noise Nuisance,LS6 1,LS6 1
2-885533421,2017-07-19,2017-07,LASBT Private,Noise Nuisance,LS16 5,LS16 5
2-884753348,2017-07-12,2017-07,LASBT ALMO,Noise Nuisance,LS12 5,LS12 5
2-885533128,2017-07-19,2017-07,LASBT Private,Noise Nuisance,LS6 1,LS6 1
2-885533055,2017-07-19,2017-07,LASBT Private,Noise Nuisance,LS13 1,LS13 1
