sr_num,created_date,month,enq_type,enq_sub_type,postcode,postcode_sector
2-885510972,2017-07-19,2017-07,LASBT Private,Noise Nuisance,LS13 2,LS13 2
2-885510606,2017-07-19,2017-07,LASBT Private,Noise Nuisance,LS12 3,LS12 3
2-884824094,2017-07-13,2017-07,LASBT Private,Noise Nuisance,LS16 6,LS16 6
2-884866336,2017-07-13,2017-07,LASBT ALMO,Noise Nuisance,LS12 2,LS12 2
2-885402745,2017-07-18,2017-07,LASBT Private,Noise Nuisance,LS19 7,LS19 7
2-884883057,2017-07-13,2017-07,LASBT Private,Noise Nuisance,LS12 2,LS12 2
2-885359746,2017-07-18,2017-07,LASBT Private,Noise Nuisance,LS6 2,LS6 2
2-884907309,2017-07-13,2017-07,LASBT Private,Noise Nuisance,LS6 1,LS6 1
2-884907556,2017-07-13,2017-07,LASBT Private,Noise Nuisance,LS6 1,LS6 1
2-885196958,2017-07-17,2017-07,LASBT Private,Noise Nuisance,LS28 5,LS28 5
2-884970627,2017-07-14,2017-07,LASBT Private,Noise Nuisance,LS16 7,LS16 7
2-884989133,2017-07-14,2017-07,LASBT Private,Noise Nuisance,LS13 3,LS13 3
2-885176150,2017-07-17,2017-07,Tenancy Breach,Noise Nuisance,LS12 5,LS12 5
2-884991952,2017-07-14,2017-07,LASBT ALMO,Noise Nuisance,LS12 5,LS12 5
2-885150769,2017-07-17,2017-07,LASBT Private,Noise Nuisance,LS28 8,LS28 8
2-885156234,2017-07-17,2017-07,LASBT ALMO,Noise Nuisance,LS16 6,LS16 6
2-885054815,2017-07-14,2017-07,LASBT Private,Noise Nuisance,LS6 3,LS6 3
2-885083167,2017-07-14,2017-07,LASBT Private,Noise Nuisance,LS6 1,LS6 1
2-883287579,2017-07-03,2017-07,LASBT Private,Noise Nuisance,LS6 4,LS6 4
2-883331416,2017-07-03,2017-07,LASBT Private,Noise Nuisance,LS5 3,LS5 3
2-883303765,2017-07-03,2017-07,Tenancy Breach,Noise Nuisance,LS8 1,LS8 1
2-887047949,2017-07-31,2017-07,Tenancy Breach,Noise Nuisance,LS14 6,LS14 6
2-883344124,2017-07-03,2017-07,Tenancy Breach,Noise Nuisance,LS11 9,LS11 9
2-887049849,2017-07-31,2017-07,LASBT ALMO,Noise Nuisance,LS7 1,LS7 1
2-887033720,2017-07-31,2017-07,LASBT ALMO,Noise Nuisance,LS12 5,LS12 5
2-887030600,2017-07-31,2017-07,Tenancy Breach,Noise Nuisance,LS12 1,LS12 1
2-883362270,2017-07-03,2017-07,LASBT ALMO,Noise Nuisance,LS11 5,LS11 5
2-883367783,2017-07-03,2017-07,Tenancy Breach,Noise Nuisance,LS14 6,LS14 6
2-883353513,2017-07-03,2017-07,Tenancy Breach,Noise Nuisance,LS12 3,LS12 3
2-883353744,2017-07-03,2017-07,Tenancy Breach,Noise Nuisance,LS12 3,LS12 3
2-883383130,2017-07-03,2017-07,Tenancy Breach,Noise Nuisance,LS8 3,LS8 3
2-883388573,2017-07-03,2017-07,LASBT ALMO,Noise Nuisance,LS11 5,LS11 5
2-883391672,2017-07-03,2017-07,Tenancy Breach,Noise Nuisance,LS6 2,LS6 2
2-887027345,2017-07-31,2017-07,Tenancy Breach,Noise Nuisance,LS13 4,LS13 4
2-883442668,2017-07-03,2017-07,Tenancy Breach,Noise Nuisance,LS8 3,LS8 3
2-883457579,2017-07-03,2017-07,LASBT Private,Noise Nuisance,LS8 3,LS8 3
2-883465515,2017-07-03,2017-07,Tenancy Breach,Noise Nuisance,LS12 3,LS12 3
2-887021058,2017-07-31,2017-07,LASBT ALMO,Noise Nuisance,LS13 2,LS13 2
2-883479102,2017-07-03,2017-07,LASBT Private,Noise Nuisance,LS6 2,LS6 2
2-883487990,2017-07-03,2017-07,Tenancy Breach,Noise Nuisance,LS26 0,LS26 0
2-887001059,2017-07-31,2017-07,LASBT ALMO,Noise Nuisance,LS13 1,LS13 1
2-883497791,2017-07-03,2017-07,LASBT Private,Noise Nuisance,LS12 4,LS12 4
2-886993081,2017-07-31,2017-07,Tenancy Breach,Noise Nuisance,LS9 6,LS9 6
2-883552215,2017-07-04,2017-07,LASBT Private,Noise Nuisance,LS15 7,LS15 7
2-883544297,2017-07-04,2017-07,Tenancy Breach,Noise Nuisance,LS15 0,LS15 0
2-883546727,2017-07-04,2017-07,Tenancy Breach,Noise Nuisance,LS27 7,LS27 7
2-886986353,2017-07-31,2017-07,Tenancy Breach,Noise Nuisance,LS8 3,LS8 3
2-883575234,2017-07-04,2017-07,LASBT Private,Noise Nuisance,LS9 0,LS9 0
2-883593334,2017-07-04,2017-07,LASBT Private,Noise Nuisance,LS2 9,LS2 9
2-883622917,2017-07-04,2017-07,LASBT Private,Noise Nuisance,LS7 2,LS7 2
2-883648926,2017-07-04,2017-07,Tenancy Breach,Noise Nuisance,LS12 3,LS12 3
2-883634813,2017-07-04,2017-07,LASBT ALMO,Noise Nuisance,LS9 9,LS9 9
2-886796402,2017-07-28,2017-07,LASBT ALMO,Noise Nuisance,LS14 1,LS14 1
2-883661063,2017-07-04,2017-07,Tenancy Breach,Noise Nuisance,LS9 6,LS9 6
2-883678280,2017-07-04,2017-07,LASBT ALMO,Noise Nuisance,LS12 1,LS12 1
2-883699081,2017-07-05,2017-07,Tenancy Breach,Noise Nuisance,LS21 1,LS21 1
2-886773616,2017-07-28,2017-07,Tenancy Breach,Noise Nuisance,LS25 1,LS25 1
2-886740857,2017-07-28,2017-07,Tenancy Breach,Noise Nuisance,LS5 3,LS5 3
2-886752094,2017-07-28,2017-07,Tenancy Breach,Noise Nuisance,LS17 5,LS17 5
2-883713169,2017-07-05,2017-07,LASBT Private,Noise Nuisance,LS13 3,LS13 3
2-886678698,2017-07-28,2017-07,Tenancy Breach,Noise Nuisance,LS9 7,LS9 7
2-883757684,2017-07-05,2017-07,LASBT ALMO,Noise Nuisance,LS9 7,LS9 7
2-886685057,2017-07-27,2017-07,Tenancy Breach,Noise Nuisance,LS10 2,LS10 2
2-886666543,2017-07-27,2017-07,Tenancy Breach,Noise Nuisance,LS14 1,LS14 1
2-886643640,2017-07-27,2017-07,Tenancy Breach,Noise Nuisance,LS22 6,LS22 6
2-886614213,2017-07-27,2017-07,Tenancy Breach,Noise Nuisance,LS21 2,LS21 2
2-886601633,2017-07-27,2017-07,LASBT Private,Noise Nuisance,LS21 2,LS21 2
2-886609120,2017-07-27,2017-07,Tenancy Breach,Noise Nuisance,LS11 0,LS11 0
2-886582856,2017-07-27,2017-07,Tenancy Breach,Noise Nuisance,LS16 6,LS16 6
2-883792897,2017-07-05,2017-07,Tenancy Breach,Noise Nuisance,LS16 6,LS16 6
2-883794769,2017-07-05,2017-07,Tenancy Breach,Noise Nuisance,LS14 2,LS14 2
2-886554791,2017-07-27,2017-07,Tenancy Breach,Noise Nuisance,LS10 3,LS10 3
2-883859001,2017-07-05,2017-07,LASBT Private,Noise Nuisance,LS6 1,LS6 1
2-883861388,2017-07-06,2017-07,LASBT Private,Noise Nuisance,LS19 6,LS19 6
2-883861738,2017-07-06,2017-07,LASBT Private,Noise Nuisance,LS6 1,LS6 1
2-883874218,2017-07-06,2017-07,Tenancy Breach,Noise Nuisance,LS13 2,LS13 2
2-883883936,2017-07-06,2017-07,LASBT Private,Noise Nuisance,LS12 5,LS12 5
2-883872805,2017-07-06,2017-07,LASBT Private,Noise Nuisance,LS13 4,LS13 4
2-886475124,2017-07-26,2017-07,LASBT ALMO,Noise Nuisance,LS25 3,LS25 3
2-886466042,2017-07-26,2017-07,Tenancy Breach,Noise Nuisance,LS22 7,LS22 7
2-886391920,2017-07-26,2017-07,LASBT ALMO,Noise Nuisance,LS13 4,LS13 4
2-886394092,2017-07-26,2017-07,Tenancy Breach,Noise Nuisance,LS26 8,LS26 8
2-883933306,2017-07-06,2017-07,Tenancy Breach,Noise Nuisance,LS12 3,LS12 3
2-886361489,2017-07-25,2017-07,Tenancy Breach,Noise Nuisance,LS14 1,LS14 1
2-886340464,2017-07-25,2017-07,LASBT ALMO,Noise Nuisance,WF10 2,WF10 2
2-886296774,2017-07-25,2017-07,LASBT ALMO,Noise Nuisance,LS10 3,LS10 3
2-883951409,2017-07-06,2017-07,Tenancy Breach,Noise Nuisance,LS14 5,LS14 5
2-886310035,2017-07-25,2017-07,Tenancy Breach,Noise Nuisance,LS7 4,LS7 4
2-883975376,2017-07-06,2017-07,LASBT ALMO,Noise Nuisance,LS11 5,LS11 5
2-883970378,2017-07-06,2017-07,LASBT Private,Noise Nuisance,LS6 1,LS6 1
2-886243633,2017-07-25,2017-07,LASBT ALMO,Noise Nuisance,LS26 8,LS26 8
2-886229771,2017-07-25,2017-07,Tenancy Breach,Noise Nuisance,LS9 7,LS9 7
2-886219457,2017-07-25,2017-07,Tenancy Breach,Noise Nuisance,LS13 4,LS13 4
2-883996897,2017-07-06,2017-07,LASBT ALMO,Noise Nuisance,LS7 2,LS7 2
2-884004599,2017-07-07,2017-07,LASBT ALMO,Noise Nuisance,LS12 3,LS12 3
2-884041154,2017-07-07,2017-07,Tenancy Breach,Noise Nuisance,LS6 2,LS6 2
2-886192383,2017-07-25,2017-07,Tenancy Breach,Noise Nuisance,LS6 2,LS6 2
2-884056033,2017-07-07,2017-07,LASBT ALMO,Noise Nuisance,LS13 2,LS13 2
2-886179775,2017-07-24,2017-07,Tenancy Breach,Noise Nuisance,LS14 1,LS14 1
2-886146566,2017-07-24,2017-07,Tenancy Breach,Noise Nuisance,LS6 2,LS6 2
2-886122130,2017-07-24,2017-07,LASBT ALMO,Noise Nuisance,LS27 8,LS27 8
2-884080500,2017-07-07,2017-07,LASBT Private,Noise Nuisance,LS6 1,LS6 1
2-886080250,2017-07-24,2017-07,Tenancy Breach,Noise Nuisance,LS13 1,LS13 1
2-884087620,2017-07-07,2017-07,Tenancy Breach,Noise Nuisance,LS14 1,LS14 1
2-886081972,2017-07-24,2017-07,LASBT Private,Noise Nuisance,LS10 3,LS10 3
2-886086319,2017-07-24,2017-07,Tenancy Breach,Noise Nuisance,LS28 8,LS28 8
2-886075666,2017-07-24,2017-07,Tenancy Breach,Noise Nuisance,LS9 7,LS9 7
2-886081626,2017-07-24,2017-07,Tenancy Breach,Noise Nuisance,LS14 1,LS14 1
2-886047988,2017-07-24,2017-07,LASBT ALMO,Noise Nuisance,LS15 0,LS15 0
2-884126412,2017-07-07,2017-07,LASBT ALMO,Noise Nuisance,LS5 3,LS5 3
2-884139087,2017-07-07,2017-07,Tenancy Breach,Noise Nuisance,LS17 7,LS17 7
2-886052676,2017-07-24,2017-07,Tenancy Breach,Noise Nuisance,LS22 6,LS22 6
2-884157596,2017-07-07,2017-07,Tenancy Breach,Noise Nuisance,LS5 3,LS5 3
2-884172979,2017-07-07,2017-07,Tenancy Breach,Noise Nuisance,LS6 2,LS6 2
2-884162331,2017-07-07,2017-07,LASBT ALMO,Noise Nuisance,LS13 1,LS13 1
2-886005859,2017-07-24,2017-07,Tenancy Breach,Noise Nuisance,LS13 1,LS13 1
2-884273920,2017-07-10,2017-07,LASBT Private,Noise Nuisance,LS16 6,LS16 6
2-884276330,2017-07-10,2017-07,Tenancy Breach,Noise Nuisance,LS10 4,LS10 4
2-886005624,2017-07-24,2017-07,Tenancy Breach,Noise Nuisance,LS14 1,LS14 1
2-885957582,2017-07-21,2017-07,LASBT Private,Noise Nuisance,LS3 1,LS3 1
2-885957404,2017-07-21,2017-07,LASBT Private,Noise Nuisance,LS28 7,LS28 7
2-884263826,2017-07-10,2017-07,Tenancy Breach,Noise Nuisance,LS12 5,LS12 5
2-885911157,2017-07-21,2017-07,Tenancy Breach,Noise Nuisance,LS17 6,LS17 6
2-884343192,2017-07-10,2017-07,LASBT ALMO,Noise Nuisance,LS9 7,LS9 7
2-884328443,2017-07-10,2017-07,Tenancy Breach,Noise Nuisance,LS13 2,LS13 2
2-885890802,2017-07-21,2017-07,Tenancy Breach,Noise Nuisance,LS13 1,LS13 1
2-885843788,2017-07-21,2017-07,LASBT Private,Noise Nuisance,LS6 1,LS6 1
2-885846135,2017-07-21,2017-07,Tenancy Breach,Noise Nuisance,LS11 0,LS11 0
2-885822361,2017-07-20,2017-07,LASBT ALMO,Noise Nuisance,LS12 1,LS12 1
2-884377344,2017-07-10,2017-07,LASBT Private,Noise Nuisance,LS17 5,LS17 5
2-885781653,2017-07-20,2017-07,Tenancy Breach,Noise Nuisance,LS9 7,LS9 7
2-885782089,2017-07-20,2017-07,Tenancy Breach,Noise Nuisance,LS14 1,LS14 1
2-885736490,2017-07-20,2017-07,LASBT Private,Noise Nuisance,LS20 9,LS20 9
2-884483880,2017-07-11,2017-07,LASBT ALMO,Noise Nuisance,LS27 0,LS27 0
2-885728646,2017-07-20,2017-07,Tenancy Breach,Noise Nuisance,LS16 6,LS16 6
2-884510860,2017-07-11,2017-07,Tenancy Breach,Noise Nuisance,LS12 5,LS12 5
2-885724346,2017-07-20,2017-07,Tenancy Breach,Noise Nuisance,LS9 7,LS9 7
2-885689749,2017-07-20,2017-07,Tenancy Breach,Noise Nuisance,LS28 9,LS28 9
2-885680699,2017-07-20,2017-07,Tenancy Breach,Noise Nuisance,LS15 0,LS15 0
2-884563917,2017-07-11,2017-07,Tenancy Breach,Noise Nuisance,LS12 3,LS12 3
2-884595562,2017-07-11,2017-07,LASBT ALMO,Noise Nuisance,LS28 7,LS28 7
2-885599268,2017-07-19,2017-07,Tenancy Breach,Noise Nuisance,LS9 7,LS9 7
2-885500588,2017-07-19,2017-07,Tenancy Breach,Noise Nuisance,LS8 3,LS8 3
2-884639611,2017-07-12,2017-07,Tenancy Breach,Noise Nuisance,LS22 6,LS22 6
2-885533710,2017-07-19,2017-07,LASBT ALMO,Noise Nuisance,LS18 4,LS18 4
2-885541140,2017-07-19,2017-07,Tenancy Breach,Noise Nuisance,LS14 1,LS14 1
2-885536555,2017-07-19,2017-07,LASBT Private,Noise Nuisance,LS18 4,LS18 4
2-885533527,2017-07-19,2017-07,LASBT ALMO,Noise Nuisance,LS5 3,LS5 3
2-885520942,2017-07-19,2017-07,Tenancy Breach,Noise Nuisance,WF3 1,WF3 1
2-884749227,2017-07-12,2017-07,Tenancy Breach,Noise Nuisance,LS14 6,LS14 6
2-885534115,2017-07-19,2017-07,Tenancy Breach,Noise Nuisance,LS17 6,LS17 6
2-884800433,2017-07-13,2017-07,Tenancy Breach,Noise Nuisance,LS10 2,LS10 2
2-884818392,2017-07-13,2017-07,Tenancy Breach,Noise Nuisance,LS14 6,LS14 6
2-885510463,2017-07-19,2017-07,LASBT ALMO,Noise Nuisance,LS13 2,LS13 2
2-885510109,2017-07-19,2017-07,LASBT Private,Noise Nuisance,LS6 3,LS6 3
2-885496559,2017-07-18,2017-07,Tenancy Breach,Noise Nuisance,LS12 3,LS12 3
2-884850866,2017-07-13,2017-07,Tenancy Breach,Noise Nuisance,LS18 5,LS18 5
2-884890173,2017-07-13,2017-07,Tenancy Breach,Noise Nuisance,LS12 5,LS12 5
2-885302823,2017-07-18,2017-07,LASBT ALMO,Noise Nuisance,LS11 6,LS11 6
2-884902143,2017-07-13,2017-07,LASBT ALMO,Noise Nuisance,LS6 1,LS6 1
2-885282832,2017-07-17,2017-07,Tenancy Breach,Noise Nuisance,LS6 3,LS6 3
2-884895689,2017-07-13,2017-07,Tenancy Breach,Noise Nuisance,LS13 2,LS13 2
2-885277335,2017-07-17,2017-07,Tenancy Breach,Noise Nuisance,LS12 3,LS12 3
2-884903369,2017-07-13,2017-07,LASBT ALMO,Noise Nuisance,LS12 1,LS12 1
2-885231121,2017-07-17,2017-07,LASBT Private,Noise Nuisance,LS21 3,LS21 3
2-885197092,2017-07-17,2017-07,LASBT Private,Noise Nuisance,LS11 8,LS11 8
2-884967368,2017-07-14,2017-07,LASBT Private,Noise Nuisance,LS27 8,LS27 8
2-885175920,2017-07-17,2017-07,LASBT Private,Noise Nuisance,LS26 8,LS26 8
2-885172807,2017-07-17,2017-07,LASBT Private,Noise Nuisance,LS8 1,LS8 1
2-885180036,2017-07-17,2017-07,Tenancy Breach,Noise Nuisance,LS12 2,LS12 2
2-885155407,2017-07-17,2017-07,Tenancy Breach,Noise Nuisance,LS26 0,LS26 0
2-885069824,2017-07-14,2017-07,Tenancy Breach,Noise Nuisance,LS14 1,LS14 1
2-887125061,2017-08-01,2017-08,LASBT Private,Noise Nuisance,LS8 3,LS8 3
2-887125462,2017-08-01,2017-08,LASBT Private,Noise Nuisance,LS7 2,LS7 2
2-887145974,2017-08-01,2017-08,LASBT Private,Noise Nuisance,LS9 9,LS9 9
2-887174902,2017-08-01,2017-08,LASBT Private,Noise Nuisance,LS17 5,LS17 5
2-887204025,2017-08-01,2017-08,LASBT Private,Noise Nuisance,LS9 9,LS9 9
2-890539182,2017-08-30,2017-08,LASBT Private,Noise Nuisance,LS17 5,LS17 5
2-890539082,2017-08-30,2017-08,LASBT Private,Noise Nuisance,LS9 8,LS9 8
2-887204692,2017-08-01,2017-08,LASBT Private,Noise Nuisance,LS8 2,LS8 2
2-890500150,2017-08-30,2017-08,LASBT ALMO,Noise Nuisance,LS15 7,LS15 7
2-890478250,2017-08-30,2017-08,LASBT Private,Noise Nuisance,LS9 9,LS9 9
2-890462230,2017-08-30,2017-08,LASBT Private,Noise Nuisance,LS8 2,LS8 2
2-890457356,2017-08-30,2017-08,LASBT Private,Noise Nuisance,LS8 5,LS8 5
2-887318775,2017-08-02,2017-08,LASBT Private,Noise Nuisance,LS8 2,LS8 2
2-890415768,2017-08-30,2017-08,LASBT Private,Noise Nuisance,LS7 3,LS7 3
2-887341447,2017-08-02,2017-08,LASBT Private,Noise Nuisance,LS14 6,LS14 6
2-887341408,2017-08-02,2017-08,LASBT Private,Noise Nuisance,LS7 1,LS7 1
2-887380318,2017-08-02,2017-08,LASBT Private,Noise Nuisance,LS8 5,LS8 5
2-887497223,2017-08-03,2017-08,LASBT Private,Noise Nuisance,LS8 3,LS8 3
2-887506353,2017-08-03,2017-08,Tenancy Breach,Noise Nuisance,LS8 3,LS8 3
2-887497902,2017-08-03,2017-08,LASBT Private,Noise Nuisance,LS9 9,LS9 9
2-890259054,2017-08-29,2017-08,LASBT Private,Noise Nuisance,LS17 6,LS17 6
2-890233487,2017-08-29,2017-08,LASBT Private,Noise Nuisance,LS7 3,LS7 3
2-890217041,2017-08-29,2017-08,LASBT ALMO,Noise Nuisance,LS14 6,LS14 6
2-887585256,2017-08-03,2017-08,Tenancy Breach,Noise Nuisance,LS8 5,LS8 5
2-887598605,2017-08-04,2017-08,LASBT Private,Noise Nuisance,LS14 6,LS14 6
2-887629221,2017-08-04,2017-08,LASBT Private,Noise Nuisance,LS8 5,LS8 5
2-890172265,2017-08-25,2017-08,LASBT Private,Noise Nuisance,LS9 6,LS9 6
2-887708114,2017-08-04,2017-08,LASBT Private,Noise Nuisance,LS8 3,LS8 3
2-890105128,2017-08-25,2017-08,LASBT Private,Noise Nuisance,LS6 4,LS6 4
2-887743731,2017-08-04,2017-08,LASBT Private,Noise Nuisance,LS6 4,LS6 4
2-887811443,2017-08-07,2017-08,LASBT Private,Noise Nuisance,LS9 7,LS9 7
2-889866668,2017-08-23,2017-08,LASBT Private,Noise Nuisance,LS7 4,LS7 4
2-889855401,2017-08-23,2017-08,LASBT Private,Noise Nuisance,LS7 2,LS7 2
2-889832649,2017-08-23,2017-08,LASBT Private,Noise Nuisance,LS17 9,LS17 9
2-887922915,2017-08-07,2017-08,LASBT ALMO,Noise Nuisance,LS8 1,LS8 1
2-887935530,2017-08-07,2017-08,LASBT Private,Noise Nuisance,LS14 6,LS14 6
2-889839766,2017-08-23,2017-08,LASBT Private,Noise Nuisance,LS9 9,LS9 9
2-887945691,2017-08-07,2017-08,LASBT Private,Noise Nuisance,LS14 6,LS14 6
2-887945734,2017-08-07,2017-08,LASBT Private,Noise Nuisance,LS17 6,LS17 6
2-887972578,2017-08-08,2017-08,LASBT Private,Noise Nuisance,LS8 3,LS8 3
2-887976986,2017-08-08,2017-08,Tenancy Breach,Noise Nuisance,LS17 5,LS17 5
2-888008156,2017-08-08,2017-08,LASBT Private,Noise Nuisance,LS8 1,LS8 1
2-888036735,2017-08-08,2017-08,LASBT Private,Noise Nuisance,LS7 4,LS7 4
2-889731032,2017-08-22,2017-08,LASBT Private,Noise Nuisance,LS8 5,LS8 5
2-889711936,2017-08-22,2017-08,LASBT Private,Noise Nuisance,LS22 6,LS22 6
2-889666872,2017-08-22,2017-08,LASBT Private,Noise Nuisance,LS17 8,LS17 8
2-889666319,2017-08-22,2017-08,LASBT ALMO,Noise Nuisance,LS14 6,LS14 6
2-888133996,2017-08-09,2017-08,LASBT Private,Noise Nuisance,LS23 6,LS23 6
2-889639957,2017-08-22,2017-08,LASBT ALMO,Noise Nuisance,LS14 1,LS14 1
2-889639436,2017-08-22,2017-08,LASBT ALMO,Noise Nuisance,LS7 2,LS7 2
2-889624272,2017-08-22,2017-08,LASBT Private,Noise Nuisance,LS9 6,LS9 6
2-888206259,2017-08-09,2017-08,LASBT ALMO,Noise Nuisance,LS14 5,LS14 5
2-889604967,2017-08-22,2017-08,LASBT Private,Noise Nuisance,LS7 4,LS7 4
2-888238165,2017-08-09,2017-08,LASBT Private,Noise Nuisance,LS14 1,LS14 1
2-889585690,2017-08-21,2017-08,LASBT Private,Noise Nuisance,LS9 6,LS9 6
2-888358344,2017-08-10,2017-08,LASBT ALMO,Noise Nuisance,LS7 2,LS7 2
2-889532792,2017-08-21,2017-08,LASBT Private,Noise Nuisance,LS9 6,LS9 6
